id,identifier,motion_text,motion_classification,start_date,result,organization_id,bill_id,bill_action_id,jurisdiction,session_identifier
ocd-vote/4e96a33c-9deb-4f43-8956-f5501a1b3a5f,,Concurrence,[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/a8c7aaa0-3167-46df-a394-8f37abd44466,,Illinois,103rd
ocd-vote/44491c21-279f-423b-86a7-0c19ef5ad6ad,,Third Reading,[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/ed69f635-bda0-4956-8618-8dfa83ff2b54,,Illinois,103rd
ocd-vote/222181d2-f682-4adb-b627-f242b403b7c9,,Concurrence,[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/9d8a17a5-ea87-4e26-9871-94f9094a4d13,,Illinois,103rd
ocd-vote/255d48b8-88f6-4417-a40c-902f3587f612,,Motion To Adopt,['passage'],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/3d070e14-8035-4eda-9479-f6c91773ec15,,Illinois,103rd
ocd-vote/e4cb13e4-6b76-4083-b674-8eb66c1b3bdb,,Concurrence,[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/aeaabe04-307f-4d86-928c-654104b2a78f,,Illinois,103rd
ocd-vote/09b3013b-cb10-4b28-9d23-2454eae90620,,State Government,[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/9d8a17a5-ea87-4e26-9871-94f9094a4d13,,Illinois,103rd
ocd-vote/ea2809a9-4ebe-499d-b4c1-abc692cd7949,,"State Government, Amendment 3",[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/9d8a17a5-ea87-4e26-9871-94f9094a4d13,,Illinois,103rd
ocd-vote/fd1e3cdb-7bae-4810-bf58-914d36086d76,,"Concurrence, Amendment 1",[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/f93f4e19-ba40-4f44-bca6-e6ad98f12731,,Illinois,103rd
ocd-vote/d9ef0130-844d-46b2-99db-cab11b85643c,,"Concurrence, Amendment 2",[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/9d8a17a5-ea87-4e26-9871-94f9094a4d13,,Illinois,103rd
ocd-vote/adb60477-4a94-4163-8ebb-6cd16d12881d,,Concurrence,[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/f13b3302-502b-4173-849c-e3dfc0412440,,Illinois,103rd
ocd-vote/c869c186-006b-452a-8208-1442ddbd700e,,Motion To Adopt,['passage'],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/f2af3180-79f3-421e-95c2-dc47b7fa8ba0,,Illinois,103rd
ocd-vote/262ec08d-2ba6-4517-b12b-1d954d075553,,"Executive, Amendment 1",[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/3c7bc990-144f-4c2c-b3fd-90cc9a5f92bc,,Illinois,103rd
ocd-vote/0fbb9f15-2e9d-4551-bc0f-c1364072409a,,"Concurrence, Amendment 1",[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/87d9a221-afaf-43bd-8b91-5e545b78fbdd,,Illinois,103rd
ocd-vote/c276cba8-18cb-4d51-a790-ba4992dc4352,,"Trans: Regulations, Roads & Bridges",[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/0a086585-ae0c-4b41-8758-6b5ff5a38147,,Illinois,103rd
ocd-vote/80f0a7ae-aaf9-46bd-8c74-071b777dadb0,,Executive,[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/7cfbf63c-f1de-4c53-a22f-20618d51ea79,,Illinois,103rd
ocd-vote/112f9c69-3d82-4944-9538-507ec844048d,,Concurrence,[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/bc057782-433b-4c1b-967f-3705a725ef8f,,Illinois,103rd
ocd-vote/82bc376d-041d-4400-81f0-abe1bd440840,,Veterans' Affairs,[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/cfc02241-1d8d-43fb-b59e-7d4026f69c85,,Illinois,103rd
ocd-vote/4e617650-1b0e-4f00-94c2-c07868b995c7,,"State Government, Amendment 2",[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/22fa8a5f-5f19-4bbe-8e1d-f5c431f18f4b,,Illinois,103rd
ocd-vote/e08fef35-f892-4b10-8b39-0ef9a214a615,,Motion To Adopt,['passage'],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/15066b38-70a5-4831-8c67-f55663e6cf42,,Illinois,103rd
ocd-vote/731bb437-ab42-4550-8f91-1803dd5a2ead,,"Executive, Amendment 1",[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/a8a45235-7c24-4550-b52a-0e62f70b8e9e,,Illinois,103rd
ocd-vote/2a531f90-9e62-4622-84b1-1dfed771b697,,Motion To Adopt,['passage'],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/25977884-286a-429e-8574-245d0aed3e16,,Illinois,103rd
ocd-vote/39a57f19-67f5-493f-9135-9310d23028ba,,Third Reading,[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/86daf7dd-c277-477d-9e08-c1055662d9d8,,Illinois,103rd
ocd-vote/ab54f528-ff80-4582-8d6d-d085365343cf,,"Trans: Regulations, Roads & Bridges",[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/88c5a0b3-721a-4910-b363-c1a1c9344372,,Illinois,103rd
ocd-vote/72013ef3-b31c-4063-b2fd-b5363eb8c302,,Third Reading,[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/2880557e-30fb-45e0-8edd-354746ed60b7,,Illinois,103rd
ocd-vote/40868b0d-97f0-4ad0-bab3-bab6dbaf4b27,,Motion To Adopt,['passage'],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/78c5c3a2-2e92-4289-a635-8bcfc06e548a,,Illinois,103rd
ocd-vote/3b10c677-c198-490d-a643-4206d882f537,,Third Reading,[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/9ef661fa-e266-4703-82d0-8df760add474,,Illinois,103rd
ocd-vote/597b4a12-ce8c-4ec9-8f81-4e2ef0be34d9,,Concurrence,[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/1cfbb486-1332-45ed-8438-9bc174dd6a8d,,Illinois,103rd
ocd-vote/2c055e2a-3e03-49e3-9748-25b30e224196,,"Executive, Amendment 1",[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/583133a6-855e-4b4b-8382-d8dbfa79cba3,,Illinois,103rd
ocd-vote/24aa7679-d7f1-4d8f-b01e-4d51c8efff8c,,"Executive, Amendment 2",[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/eabf3416-9dc4-4b36-8988-e95f5b862043,,Illinois,103rd
ocd-vote/2091cece-015e-407f-8b89-a00920a2debd,,Concurrence,[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/4be87fef-4d45-4f0a-9c91-2946bdeab51f,,Illinois,103rd
ocd-vote/4d46acd7-e4c8-4505-a380-6824c12527aa,,Motion To Adopt,['passage'],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/e72a45a0-5948-4b52-8ea1-41e3f2429d81,,Illinois,103rd
ocd-vote/8afafd24-6b1e-4dcf-90bc-4ed49d309751,,"State Government, Amendment 2",[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/9d8a17a5-ea87-4e26-9871-94f9094a4d13,,Illinois,103rd
ocd-vote/0d1499ed-dc72-4af3-831a-47a81ee41ad2,,"Executive, Amendment 1",[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/d9649d3c-19b7-4863-ba51-d9a7fcfd7464,,Illinois,103rd
ocd-vote/6e3d8858-9d78-4e9a-ada4-b21d2b505d6a,,"Concurrence, Amendment 3",[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/9d8a17a5-ea87-4e26-9871-94f9094a4d13,,Illinois,103rd
ocd-vote/90b6b17b-564f-4391-be34-9095a5016533,,Motion To Adopt,['passage'],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/6832e166-bce2-40c1-8133-96df72d295a7,,Illinois,103rd
ocd-vote/b0934bec-60de-4afd-865a-aa3dc062ffbb,,Third Reading,[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/10ce99d3-3844-4435-976d-52d36525282d,,Illinois,103rd
ocd-vote/a476cc65-7605-4bdc-af79-97de572b921a,,Third Reading,[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/80934977-0eb0-4ba0-bff3-2dd15a519efe,,Illinois,103rd
ocd-vote/635cdf2d-2a74-44bc-9605-5e14467d65ea,,State Government Administration,[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/8862a4b7-8770-4bba-a01e-d68b1f239a04,,Illinois,103rd
ocd-vote/da75903b-83b3-40be-817f-01b834ffa8ce,,"Executive, Amendment 1",[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/9ef661fa-e266-4703-82d0-8df760add474,,Illinois,103rd
ocd-vote/d724bf20-77f3-44b9-9ee5-a0e56d545775,,Executive,[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/aeaabe04-307f-4d86-928c-654104b2a78f,,Illinois,103rd
ocd-vote/b62423de-55f9-43ba-9d8f-3e2f89eccaa5,,"Concurrence, Amendment 2",[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/9adf888e-2b5b-4814-86dd-55c54fcecc68,,Illinois,103rd
ocd-vote/ef2fac02-8121-4ed5-98df-ea269f4bffd6,,Veterans' Affairs,[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/ecd3c117-f3f5-43d2-8714-3f54ecdbf2e8,,Illinois,103rd
ocd-vote/99c04cd7-5630-470c-ba4a-2f6071ff0067,,"Executive, Amendment 2",[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/9adf888e-2b5b-4814-86dd-55c54fcecc68,,Illinois,103rd
ocd-vote/3ce07085-96fc-4864-a2b7-786a79eb3225,,Third Reading,[],2023-05-24,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/eabf3416-9dc4-4b36-8988-e95f5b862043,,Illinois,103rd
ocd-vote/525a0eb4-84a8-451b-8d95-504b26386883,,"Executive, Amendment 2",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/ffc127b2-1009-412a-8c77-1f24dec3b21d,,Illinois,103rd
ocd-vote/605282d8-874f-4c8f-8d77-a008e63dc9fa,,"Concurrence, Amendment 3",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/184bf74b-14d3-4d70-b8e3-707ba9ddd8eb,,Illinois,103rd
ocd-vote/34905c08-c08b-4454-aee3-e3833e078c56,,Motion To Adopt,['passage'],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/98851fc0-aaf3-4792-86b3-42f76462b39d,,Illinois,103rd
ocd-vote/3e1454e8-e740-4784-b75f-66c9f3ea6904,,Concurrence,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/184bf74b-14d3-4d70-b8e3-707ba9ddd8eb,,Illinois,103rd
ocd-vote/c04fa49f-5aa8-409b-9154-249f73db82dd,,"Concurrence, Amendment 3",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/285aa324-ce70-44af-9c3d-7f07a21fbacc,,Illinois,103rd
ocd-vote/f1475c75-4f6a-42f0-8918-14dec488f672,,"Revenue & Finance, Amendment 1",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/1df5b042-ab83-4d5f-8603-bbfefe5a2331,,Illinois,103rd
ocd-vote/40f0adb1-48de-4f2b-8c86-2afdcccb8863,,Concurrence,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/184bf74b-14d3-4d70-b8e3-707ba9ddd8eb,,Illinois,103rd
ocd-vote/fe9b7dd2-325c-4005-a92e-7a162f23c479,,Third Reading,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/44e35d5f-addb-487c-8449-7e4375c570b5,,Illinois,103rd
ocd-vote/e18283dc-6afa-4f98-a06a-4d093509e4dd,,Health Care Licenses,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/184bf74b-14d3-4d70-b8e3-707ba9ddd8eb,,Illinois,103rd
ocd-vote/6faf9792-2705-4854-88f3-63cc48e1b8e0,,"Concurrence, Amendment 2",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/eabf3416-9dc4-4b36-8988-e95f5b862043,,Illinois,103rd
ocd-vote/9367c41e-20f3-4fd0-91d9-d2c2184bb4f7,,"Concurrence, Amendment 6",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/b4c766b4-3f0e-4ff2-a29a-9d9635a154bb,,Illinois,103rd
ocd-vote/78cf81b4-5b22-4d82-aef0-e6cdf60d2bda,,Third Reading,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/d9649d3c-19b7-4863-ba51-d9a7fcfd7464,,Illinois,103rd
ocd-vote/f4d2ff21-b836-4ab5-92d8-1a7023b5dd59,,Third Reading,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/e75fa30f-48ee-46c0-a0ae-8cb5a441be98,,Illinois,103rd
ocd-vote/fe3de301-7475-484a-b7d1-3fdd2a034eb7,,Third Reading,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/689e14df-2f5e-40b9-b466-089f79d3b117,,Illinois,103rd
ocd-vote/af0d0cd1-4b2d-429b-aa32-2eb7c05969f5,,Third Reading,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/99209aed-f745-4119-bc16-bf8e9bfa2b58,,Illinois,103rd
ocd-vote/78ab5cd8-2b6f-4901-8def-35f5254402ba,,"Concurrence, Amendment 1",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/498a28a2-2287-425d-8c48-9f20f71ef884,,Illinois,103rd
ocd-vote/d0b188b8-9f6a-4df9-95e3-09ae1a659e40,,Concurrence,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/b4c766b4-3f0e-4ff2-a29a-9d9635a154bb,,Illinois,103rd
ocd-vote/3cb79aed-7874-4961-9daf-f13508fd19f5,,"Concurrence, Amendment 7",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/38f967ba-9287-4f34-841c-35e72e443c94,,Illinois,103rd
ocd-vote/bb8e0317-338d-413e-9f18-3ba39c4b6ed8,,"Health Care Licenses, Amendment 3",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/184bf74b-14d3-4d70-b8e3-707ba9ddd8eb,,Illinois,103rd
ocd-vote/c2f93ec3-867e-4bff-ab55-e4adfa3c53a1,,"Concurrence, Amendment 4",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/184bf74b-14d3-4d70-b8e3-707ba9ddd8eb,,Illinois,103rd
ocd-vote/7b2a0cde-a7f3-4cc9-81e3-956ad8ac1a6d,,"Concurrence, Amendment 4",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/38f967ba-9287-4f34-841c-35e72e443c94,,Illinois,103rd
ocd-vote/7a05fd31-93cb-40e4-97f1-35ec48cd0f58,,Third Reading,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/b4c766b4-3f0e-4ff2-a29a-9d9635a154bb,,Illinois,103rd
ocd-vote/c5697dab-a98f-480f-9b19-8714975013f0,,"Concurrence, Amendment 1",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/3ffc83c8-ee57-454e-a839-102ef3056182,,Illinois,103rd
ocd-vote/59e1e607-e3cd-4c26-a1ee-5c8496862eac,,"Concurrence, Amendment 5",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/38f967ba-9287-4f34-841c-35e72e443c94,,Illinois,103rd
ocd-vote/82e4d3a3-be13-4389-a52c-0e646222e179,,"Concurrence, Amendment 6",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/38f967ba-9287-4f34-841c-35e72e443c94,,Illinois,103rd
ocd-vote/1b509d09-80d1-46fd-af59-b05e6e89335c,,"Concurrence, Amendment 2",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/fb7743dc-eaa9-404f-b089-8b725c99b7ca,,Illinois,103rd
ocd-vote/acee7aea-a2ea-48c9-9abf-f7120d1a042e,,Third Reading,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/38f967ba-9287-4f34-841c-35e72e443c94,,Illinois,103rd
ocd-vote/58cd10c7-2d6e-4f39-b7fb-056183f33744,,Third Reading,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/3ffc83c8-ee57-454e-a839-102ef3056182,,Illinois,103rd
ocd-vote/303baf52-d08f-44a3-b2b0-1121a6cfcc66,,Concurrence,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/38f967ba-9287-4f34-841c-35e72e443c94,,Illinois,103rd
ocd-vote/7c53e1f8-75ef-4405-8a7f-2e31280f1a54,,Third Reading,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/502a1e6e-06f5-4244-8053-0cde7dbed30a,,Illinois,103rd
ocd-vote/3de07989-9a1e-43c7-ab7e-3ea089e1c548,,"Health Care Licenses, Amendment 4",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/184bf74b-14d3-4d70-b8e3-707ba9ddd8eb,,Illinois,103rd
ocd-vote/02419fd6-4edf-4d64-8bb8-d9d7d7a4111f,,"Concurrence, Amendment 2",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/3ffc83c8-ee57-454e-a839-102ef3056182,,Illinois,103rd
ocd-vote/bf2309ee-6c28-4823-a634-9c90a0150ebc,,Concurrence,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/dc117ea7-d241-42b8-9ba3-0c83c638a377,,Illinois,103rd
ocd-vote/97f5cc7f-247e-4656-9a7d-e9400d0b8224,,Executive,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/cd4bd05c-0854-489b-b904-7b69f37a3af9,,Illinois,103rd
ocd-vote/75988b33-0f36-4198-85c4-985da585d7c9,,"Personnel & Pensions, Amendment 1",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/3ffc83c8-ee57-454e-a839-102ef3056182,,Illinois,103rd
ocd-vote/bec4d194-bdde-435c-9597-a030b4562759,,"Personnel & Pensions, Amendment 2",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/3ffc83c8-ee57-454e-a839-102ef3056182,,Illinois,103rd
ocd-vote/2af2665e-3ffb-4701-8af2-86a889e5756d,,"Third Reading, Amendment 6",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/b4c766b4-3f0e-4ff2-a29a-9d9635a154bb,,Illinois,103rd
ocd-vote/060807be-cdbe-4d33-8d6b-f0393ac04a71,,Motion To Adopt,['passage'],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/cd4bd05c-0854-489b-b904-7b69f37a3af9,,Illinois,103rd
ocd-vote/86ec5218-c084-4bca-a68f-b29ee229f968,,"Concurrence, Amendment 2",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/5ef82ca4-576d-4cca-8d1e-72210337f573,,Illinois,103rd
ocd-vote/2fbc4d5d-cd27-4c66-ab58-f3e2649be130,,"Third Reading, Amendment 3",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/5ef82ca4-576d-4cca-8d1e-72210337f573,,Illinois,103rd
ocd-vote/73e12565-a994-46a8-a471-eeda5be45787,,"Concurrence, Amendment 3",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/5ef82ca4-576d-4cca-8d1e-72210337f573,,Illinois,103rd
ocd-vote/7cf6fc1d-0a1b-4bbb-a087-3a0a156cbc9c,,"Energy & Environment, Amendment 2",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/fb7743dc-eaa9-404f-b089-8b725c99b7ca,,Illinois,103rd
ocd-vote/1678b96c-3466-4221-9c69-5c010e5c4615,,"Third Reading, Amendment 2",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/5ef82ca4-576d-4cca-8d1e-72210337f573,,Illinois,103rd
ocd-vote/2b51f0da-3fa5-4659-a356-8c6790a76e07,,Third Reading,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/a0343b04-b8f1-4d6c-b850-06f93fb7ff08,,Illinois,103rd
ocd-vote/863c3f3c-8edd-4f12-ad16-89ab4126f7ed,,Third Reading,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/5671ed93-13df-4f03-8d63-f8804e5d5d8d,,Illinois,103rd
ocd-vote/b7a332cf-d947-4461-863a-f11ef8914116,,Third Reading,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/5f7d99b8-08da-4268-8137-5d6178a1e604,,Illinois,103rd
ocd-vote/8318ab05-fffb-4f9a-9906-4dbbb4aca546,,Concurrence,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/20b1c228-0c49-4088-b5ef-67d5ce212192,,Illinois,103rd
ocd-vote/90d655dc-709c-4c29-a3e0-d8026f4f3bc0,,Executive,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/20b1c228-0c49-4088-b5ef-67d5ce212192,,Illinois,103rd
ocd-vote/ce62c004-7c86-4047-a9c2-2b4d729faafb,,"Executive, Amendment 3",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/20b1c228-0c49-4088-b5ef-67d5ce212192,,Illinois,103rd
ocd-vote/1d7cde05-1c69-4735-823a-d3731543b174,,"Concurrence, Amendment 3",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/20b1c228-0c49-4088-b5ef-67d5ce212192,,Illinois,103rd
ocd-vote/eaa5a50a-0156-4c9a-9830-c9823bf527df,,Third Reading,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/7c437277-0136-466f-b691-9323fec99d56,,Illinois,103rd
ocd-vote/587209e3-29ab-4acb-9ee1-b49b6cfb1f75,,Third Reading,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/583133a6-855e-4b4b-8382-d8dbfa79cba3,,Illinois,103rd
ocd-vote/ae0a21a8-c296-4617-aa38-604c0b0dda68,,Concurrence,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/0466bfe3-62eb-4872-b010-621c9f018320,,Illinois,103rd
ocd-vote/d50a6ebc-3326-4af1-b3e9-26550f014718,,"Concurrence, Amendment 3",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/0466bfe3-62eb-4872-b010-621c9f018320,,Illinois,103rd
ocd-vote/0a12cd87-0df2-49cb-a5da-2a932e8b1361,,"Concurrence, Amendment 5",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/08d6e8e5-9250-4896-bbbc-3cf30546449d,,Illinois,103rd
ocd-vote/a553b059-fab6-4385-995d-4b6d70bf5b02,,"Health Care Licenses, Amendment 3",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/08d6e8e5-9250-4896-bbbc-3cf30546449d,,Illinois,103rd
ocd-vote/698c5a71-f1bc-4169-bf85-0ecb383cbc4c,,Third Reading,[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/d52ae3f6-febe-4e17-90a1-c1c15b84d1cd,,Illinois,103rd
ocd-vote/f6791767-b7b2-4c6d-a276-213ea441285b,,"Concurrence, Amendment 3",[],2023-05-25,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/08d6e8e5-9250-4896-bbbc-3cf30546449d,,Illinois,103rd
