id,vote_event_id,option,value
815f89b8-d435-41a9-b1a8-6254e8c172aa,ocd-vote/41c565bf-7f81-413b-99db-09e785869dbf,other,0
baf48f73-43c8-4ba6-8ba7-0eb905c6c903,ocd-vote/41c565bf-7f81-413b-99db-09e785869dbf,no,0
e900ae40-2170-4b22-958b-f509446084a6,ocd-vote/41c565bf-7f81-413b-99db-09e785869dbf,yes,12
d1b9c629-020c-4166-8f1e-fa112e7ea712,ocd-vote/43c313cc-706d-4028-afe9-85957bac28a0,not voting,1
76f11aff-5d04-45da-8f9d-196b5ebe1e3f,ocd-vote/43c313cc-706d-4028-afe9-85957bac28a0,absent,0
24b9ea59-df62-45f4-a844-bcf050279f36,ocd-vote/43c313cc-706d-4028-afe9-85957bac28a0,excused,0
e8a7d751-b323-4c64-ac6f-2492514ae311,ocd-vote/43c313cc-706d-4028-afe9-85957bac28a0,other,0
f676022e-8981-41fa-999e-4067477245be,ocd-vote/43c313cc-706d-4028-afe9-85957bac28a0,no,0
db0384aa-8008-493d-9392-566c8c65e7c5,ocd-vote/43c313cc-706d-4028-afe9-85957bac28a0,yes,14
e9c17266-38af-4726-881b-b8fcdac2782a,ocd-vote/5a1868c6-75a5-42c2-bf24-4f309125912a,absent,0
74763fb7-c7d4-4a85-a65d-bd1de6cb3eb7,ocd-vote/5a1868c6-75a5-42c2-bf24-4f309125912a,excused,0
05959b91-8d83-4e9a-aeeb-24a6a23d2ecd,ocd-vote/5a1868c6-75a5-42c2-bf24-4f309125912a,other,0
505f3d9b-6887-41fb-aa5a-94c616e917ba,ocd-vote/5a1868c6-75a5-42c2-bf24-4f309125912a,no,0
ac059d0c-f9ff-48fe-9b07-0c410ac11f41,ocd-vote/5a1868c6-75a5-42c2-bf24-4f309125912a,yes,10
f36e9219-7640-4f43-838a-7681de2e0678,ocd-vote/f0574d61-c9ec-4064-9aed-ac6d67a06599,not voting,0
b01c5489-7f46-4303-a2c7-dd07dde4e90f,ocd-vote/f0574d61-c9ec-4064-9aed-ac6d67a06599,absent,0
f7f89157-547d-4ceb-b929-7348b0d7d743,ocd-vote/f0574d61-c9ec-4064-9aed-ac6d67a06599,excused,0
36524602-a14d-427d-a923-58e9a30e7bc4,ocd-vote/f0574d61-c9ec-4064-9aed-ac6d67a06599,other,0
25eabd5e-b40c-4c05-a669-8b72163895f2,ocd-vote/f0574d61-c9ec-4064-9aed-ac6d67a06599,no,0
18de4a87-f183-4658-9533-90d89a27c10d,ocd-vote/f0574d61-c9ec-4064-9aed-ac6d67a06599,yes,10
1219e940-50d9-4190-a3b7-10d784687871,ocd-vote/9ed60c9f-df07-4c03-ba6b-9b9f3f4e3cb6,not voting,0
5a9478f6-919a-4483-a518-925d67a720d0,ocd-vote/42ee60df-5f8b-4620-ae9e-bda7ffdd5d81,not voting,2
dd5ef5d9-7f5e-4928-b3d7-343ddf51de71,ocd-vote/42ee60df-5f8b-4620-ae9e-bda7ffdd5d81,absent,0
d9ad76dc-b045-4233-8e7c-0735d307450f,ocd-vote/42ee60df-5f8b-4620-ae9e-bda7ffdd5d81,excused,0
5c25c1f0-55f3-4892-a328-a15fab60c6ef,ocd-vote/42ee60df-5f8b-4620-ae9e-bda7ffdd5d81,other,0
76ddef98-e7a0-4427-9211-0487b7a65ebf,ocd-vote/42ee60df-5f8b-4620-ae9e-bda7ffdd5d81,no,0
6b2ddfd4-6cd9-48cd-ac9b-fbae9c7e117c,ocd-vote/42ee60df-5f8b-4620-ae9e-bda7ffdd5d81,yes,11
9ed2cebf-2c30-457e-87ed-8783d8bc5448,ocd-vote/9d2e1e3a-4c0f-4aae-960d-790e32264a2d,not voting,2
4a7f2915-4588-4390-a2f3-777f5daa2db4,ocd-vote/9d2e1e3a-4c0f-4aae-960d-790e32264a2d,absent,0
d4b6e355-6959-4f0f-a537-a138a279e4f4,ocd-vote/9d2e1e3a-4c0f-4aae-960d-790e32264a2d,excused,0
c4aaf12b-4619-4221-8d89-75ae78305529,ocd-vote/9d2e1e3a-4c0f-4aae-960d-790e32264a2d,other,0
612074d6-231a-4daf-b672-d73560fd9ad7,ocd-vote/9d2e1e3a-4c0f-4aae-960d-790e32264a2d,no,0
0c72aae1-8ec5-4bbd-b7ab-8035ee889f19,ocd-vote/9d2e1e3a-4c0f-4aae-960d-790e32264a2d,yes,11
6e45b7aa-42e1-4ed8-9a29-0b548cb3158e,ocd-vote/9ed60c9f-df07-4c03-ba6b-9b9f3f4e3cb6,absent,0
e537ec92-1df3-4e82-bc29-96752205d43a,ocd-vote/9ed60c9f-df07-4c03-ba6b-9b9f3f4e3cb6,excused,0
767609f5-bbef-4147-8d2e-8453aa2f2003,ocd-vote/9ed60c9f-df07-4c03-ba6b-9b9f3f4e3cb6,other,0
2e4073cd-1029-446c-ba56-8358b3ca743b,ocd-vote/9ed60c9f-df07-4c03-ba6b-9b9f3f4e3cb6,no,0
5d5138b7-c734-41df-a0af-f43267bdee73,ocd-vote/9ed60c9f-df07-4c03-ba6b-9b9f3f4e3cb6,yes,6
c5fe636e-d62f-4906-bb5a-846be067e9cb,ocd-vote/a1213661-a8b1-4ef9-8be3-dcd987911adf,not voting,2
754db3de-e7e4-4c68-9973-0a72a5c6c43b,ocd-vote/e1c363cd-b6f9-469f-be3b-1695647c2ea2,not voting,0
d3594800-c27b-457d-9118-d8f63e52fcd1,ocd-vote/e1c363cd-b6f9-469f-be3b-1695647c2ea2,absent,0
1cf84d6c-c521-43cc-a3ec-a7e8176cdf12,ocd-vote/e1c363cd-b6f9-469f-be3b-1695647c2ea2,excused,0
f3898ab9-3742-42d4-bd8c-50a3087d46ae,ocd-vote/e1c363cd-b6f9-469f-be3b-1695647c2ea2,other,0
598edcb2-f7d5-4075-bba6-4599ce67416c,ocd-vote/e1c363cd-b6f9-469f-be3b-1695647c2ea2,no,4
ce166e4f-48bc-4a25-b65a-2f9cfb69b454,ocd-vote/e1c363cd-b6f9-469f-be3b-1695647c2ea2,yes,9
ff48f05e-077a-45da-ab5f-098ab2cf3b98,ocd-vote/992791a8-677c-48d5-b7a1-2b84f085adfc,not voting,5
6432313a-7fd1-4686-a690-bc1e1ada71b7,ocd-vote/992791a8-677c-48d5-b7a1-2b84f085adfc,absent,0
8a9be64d-9d97-479f-9020-73670ebe488d,ocd-vote/992791a8-677c-48d5-b7a1-2b84f085adfc,excused,0
d894884f-3e97-4c3e-b99b-882c93524b22,ocd-vote/992791a8-677c-48d5-b7a1-2b84f085adfc,other,0
44453e51-f0a8-46ce-a1ef-02bba78a560b,ocd-vote/992791a8-677c-48d5-b7a1-2b84f085adfc,no,0
ce637474-c5a0-41f2-9e75-d8250e3f9f9d,ocd-vote/992791a8-677c-48d5-b7a1-2b84f085adfc,yes,18
c07c4985-11ec-4264-8eee-07fe207187a6,ocd-vote/a1213661-a8b1-4ef9-8be3-dcd987911adf,absent,0
0aca8f5a-7eb0-4e43-9c10-129c92dddbb0,ocd-vote/a1213661-a8b1-4ef9-8be3-dcd987911adf,excused,0
8fafe752-8aea-403d-80c6-300b0c9a5d5c,ocd-vote/a1213661-a8b1-4ef9-8be3-dcd987911adf,other,0
2add4457-9e7f-4b40-8d7f-e694e7b38fae,ocd-vote/a1213661-a8b1-4ef9-8be3-dcd987911adf,no,0
1596094f-4f8d-49f1-9b83-20eda3be69e6,ocd-vote/a1213661-a8b1-4ef9-8be3-dcd987911adf,yes,11
5e3e90ca-043b-4052-938a-fee73f7a35aa,ocd-vote/6b582e96-6f88-4278-80bb-18a26f347879,not voting,0
15befb9a-b0f8-4d62-b671-e4f8a6cad73c,ocd-vote/40b6e3b0-43d6-4505-98bb-240eb252fa55,not voting,1
177ce667-0d87-4022-81e0-5ba0475b793b,ocd-vote/40b6e3b0-43d6-4505-98bb-240eb252fa55,absent,0
bb4e8446-6db4-4fb2-aadc-715d79982be1,ocd-vote/40b6e3b0-43d6-4505-98bb-240eb252fa55,excused,0
c7bac4bd-341d-4635-b4cc-1d11c925d6e6,ocd-vote/40b6e3b0-43d6-4505-98bb-240eb252fa55,other,0
75c5ffcf-789f-4366-b3c4-e56a07ba7285,ocd-vote/40b6e3b0-43d6-4505-98bb-240eb252fa55,no,4
bded4b93-f01d-452c-99a5-0ef77738d06f,ocd-vote/40b6e3b0-43d6-4505-98bb-240eb252fa55,yes,7
c5d4bc56-3292-4da9-b1dc-ce5b265764af,ocd-vote/4689a707-52af-44e0-b7f6-eac85d5c34ec,not voting,0
764ce123-c30c-49a1-9979-79005dfc914a,ocd-vote/4689a707-52af-44e0-b7f6-eac85d5c34ec,absent,0
3bdb83b0-0d57-4162-b96a-c006a49f284f,ocd-vote/4689a707-52af-44e0-b7f6-eac85d5c34ec,excused,0
bbf9e328-ef29-4042-802b-d7b95bdcc725,ocd-vote/4689a707-52af-44e0-b7f6-eac85d5c34ec,other,0
7fdd06f7-e232-4828-a2ec-4fb4a953b677,ocd-vote/4689a707-52af-44e0-b7f6-eac85d5c34ec,no,0
d7a1f173-05df-42c6-8260-23e0ddfb21fc,ocd-vote/4689a707-52af-44e0-b7f6-eac85d5c34ec,yes,6
e081aa74-c2e6-432c-a740-a89756544da6,ocd-vote/6b582e96-6f88-4278-80bb-18a26f347879,absent,0
a53c4d49-2457-4de6-a9da-ce12e885414e,ocd-vote/6b582e96-6f88-4278-80bb-18a26f347879,excused,0
24e8b5cb-4d39-4fae-b0a3-f8cef01fd0d5,ocd-vote/6b582e96-6f88-4278-80bb-18a26f347879,other,0
227265a7-fc19-493e-ad8e-515f6d0c7ce9,ocd-vote/6b582e96-6f88-4278-80bb-18a26f347879,no,0
469bdb3f-df61-473c-90b5-fcb427a20c61,ocd-vote/6b582e96-6f88-4278-80bb-18a26f347879,yes,12
2f8380e1-04aa-4cc5-bebb-4f20f8a4fde5,ocd-vote/f594a075-67b2-4e1c-9f8e-258748195f2b,not voting,0
ebc68f45-feb5-4808-9b4c-f7dbb4912c26,ocd-vote/16376e53-8fc1-4e2e-af9a-c1b0401d4187,not voting,5
c4b693c8-c906-4cfb-b7f1-9c0934e872bd,ocd-vote/16376e53-8fc1-4e2e-af9a-c1b0401d4187,absent,0
3ad5a8ec-16a9-4cde-890a-faaf33ccbea4,ocd-vote/16376e53-8fc1-4e2e-af9a-c1b0401d4187,excused,0
89db7053-0845-47cb-9c0d-8794415c7b43,ocd-vote/16376e53-8fc1-4e2e-af9a-c1b0401d4187,other,0
16c8cc33-2bdf-4b98-ad7f-d09c33174d55,ocd-vote/16376e53-8fc1-4e2e-af9a-c1b0401d4187,no,5
3ecd5fb7-23dd-40e3-ba9a-dbf1bbeb4806,ocd-vote/16376e53-8fc1-4e2e-af9a-c1b0401d4187,yes,49
24609176-a8c9-418f-a943-08029f02dddd,ocd-vote/6b09f96e-8b89-4594-9937-9a36e875e441,not voting,0
e97d1bc9-61f7-4e2d-a0ed-1938ee0b2ea1,ocd-vote/6b09f96e-8b89-4594-9937-9a36e875e441,absent,0
1ed5aa67-db3a-4f7e-be08-45eaefa43ff3,ocd-vote/6b09f96e-8b89-4594-9937-9a36e875e441,excused,0
6eb9ef3f-97f2-43d7-b598-3a761af7bccd,ocd-vote/6b09f96e-8b89-4594-9937-9a36e875e441,other,0
95fb6b88-d7cd-4833-8e7d-bf8600372e6b,ocd-vote/6b09f96e-8b89-4594-9937-9a36e875e441,no,0
6e630675-c5fa-4009-ac8a-290c8f77fb3a,ocd-vote/6b09f96e-8b89-4594-9937-9a36e875e441,yes,9
ecb17d70-1330-4709-875a-06535ce6e7cd,ocd-vote/f594a075-67b2-4e1c-9f8e-258748195f2b,absent,0
b4f27563-ce7b-42bd-b59f-67d2eb030b7b,ocd-vote/f594a075-67b2-4e1c-9f8e-258748195f2b,excused,0
97dae49b-a854-4276-afd6-526e18df58a1,ocd-vote/f594a075-67b2-4e1c-9f8e-258748195f2b,other,0
595638d3-a183-4f12-bafa-1963aa07a6bb,ocd-vote/f594a075-67b2-4e1c-9f8e-258748195f2b,no,0
de0e1c3a-af86-486b-a8fb-d0bd8dd9e2ed,ocd-vote/f594a075-67b2-4e1c-9f8e-258748195f2b,yes,15
671b6e8b-3c6a-4d84-944c-a0552185c72e,ocd-vote/459e57aa-4a84-480e-a0fe-81915977136e,not voting,3
d043b7cb-bde1-48b8-bfb8-c515610d53db,ocd-vote/f2dafc2e-8937-4eb0-82f7-c8748fd67758,not voting,4
f02e5cd9-e37a-4304-b7a0-2869f4f554fd,ocd-vote/f2dafc2e-8937-4eb0-82f7-c8748fd67758,absent,0
a2ceabbf-c5a5-4624-8367-7925277092c4,ocd-vote/f2dafc2e-8937-4eb0-82f7-c8748fd67758,excused,0
efc30d35-4609-497f-8546-224cf9f9f115,ocd-vote/f2dafc2e-8937-4eb0-82f7-c8748fd67758,other,0
78311a99-90d2-460b-9d5d-4d99eb673f81,ocd-vote/f2dafc2e-8937-4eb0-82f7-c8748fd67758,no,0
22f01d70-7bbc-43db-af0d-d3e9fbc0de1d,ocd-vote/f2dafc2e-8937-4eb0-82f7-c8748fd67758,yes,11
623aeb3b-540d-4244-bc68-04fc6ef7dcd2,ocd-vote/990a8632-75db-45e7-a616-26410a48440e,not voting,0
2a656a36-526c-46b5-9a80-cff64201e71b,ocd-vote/990a8632-75db-45e7-a616-26410a48440e,absent,0
c48a763b-b9ba-4316-b88c-5d4dda8c41c8,ocd-vote/990a8632-75db-45e7-a616-26410a48440e,excused,0
a9d5a652-f7c3-4a8e-b09a-9b5b6b1b342f,ocd-vote/990a8632-75db-45e7-a616-26410a48440e,other,0
206860a7-61f6-4f4e-8d96-49aceaabbb19,ocd-vote/990a8632-75db-45e7-a616-26410a48440e,no,0
95e5223b-b4e2-44ff-97c7-70af53e73240,ocd-vote/990a8632-75db-45e7-a616-26410a48440e,yes,6
549a711e-a1f2-4932-a666-67688f8cd2e3,ocd-vote/d827c4a8-7f62-430c-966a-c290c763e12f,not voting,3
0bad4e4e-fa09-438c-a31f-2b291df7eba7,ocd-vote/d827c4a8-7f62-430c-966a-c290c763e12f,absent,0
5ae999ac-2fff-4f93-92a4-4aedccdcb291,ocd-vote/d827c4a8-7f62-430c-966a-c290c763e12f,excused,0
ca08cbf4-afe1-4ede-b292-3348f1277bf2,ocd-vote/d827c4a8-7f62-430c-966a-c290c763e12f,other,0
5f4d20b8-1d9e-4eaf-9dbf-f993e153d652,ocd-vote/d827c4a8-7f62-430c-966a-c290c763e12f,no,19
e3704e21-b974-4b1f-8062-812c4c38a9e3,ocd-vote/d827c4a8-7f62-430c-966a-c290c763e12f,yes,37
45f54269-e4ca-4807-b76e-b5816c106496,ocd-vote/459e57aa-4a84-480e-a0fe-81915977136e,absent,0
25ba113d-ce54-410f-9f48-a2088ad76257,ocd-vote/459e57aa-4a84-480e-a0fe-81915977136e,excused,0
f8a6bfad-31cc-43ed-9394-c20043d0a5b1,ocd-vote/459e57aa-4a84-480e-a0fe-81915977136e,other,1
e6dce480-34a9-4bf3-8d9d-43f4f89d9026,ocd-vote/459e57aa-4a84-480e-a0fe-81915977136e,no,7
8971801a-a7db-44b1-a6a4-6c6b38664969,ocd-vote/459e57aa-4a84-480e-a0fe-81915977136e,yes,48
8d0b7c11-95c2-40b8-8b16-ce504d30ee43,ocd-vote/9a77b71b-5840-47df-9720-b2a73b8c0cbf,not voting,2
2bfb2d73-7dbe-47af-ae61-0ce424965830,ocd-vote/62effa49-445c-4ddf-a48d-7384df79e58f,not voting,1
3935f58b-4121-4f01-9d2a-f662b3755d93,ocd-vote/62effa49-445c-4ddf-a48d-7384df79e58f,absent,0
ecefa38d-6c8e-417d-96bb-35bad135bf5a,ocd-vote/62effa49-445c-4ddf-a48d-7384df79e58f,excused,0
028c2703-aad9-4bb0-bca8-f5a218230142,ocd-vote/62effa49-445c-4ddf-a48d-7384df79e58f,other,0
c0e3526a-8cce-4507-b4c4-6bc7be96ab36,ocd-vote/62effa49-445c-4ddf-a48d-7384df79e58f,no,0
4a913ee3-6d4c-4441-a179-9307d6244f90,ocd-vote/62effa49-445c-4ddf-a48d-7384df79e58f,yes,58
f9778d20-8e9c-42f2-8c3a-659d5c8f51a0,ocd-vote/1d770bfe-f25f-4135-aadc-20dfae02438a,not voting,1
da9d8a28-8689-47bf-a979-070fc1e1244b,ocd-vote/1d770bfe-f25f-4135-aadc-20dfae02438a,absent,0
81d15b54-c0e2-4cae-99a2-d3f2f8f38f53,ocd-vote/1d770bfe-f25f-4135-aadc-20dfae02438a,excused,0
ecad8c64-8dee-4a29-a164-e5749af826ee,ocd-vote/1d770bfe-f25f-4135-aadc-20dfae02438a,other,0
9f6e9fbd-45f4-47d6-a81f-f9b9f8b26648,ocd-vote/1d770bfe-f25f-4135-aadc-20dfae02438a,no,0
aabcf8e8-74f7-4800-a0ce-807afeeb2e90,ocd-vote/1d770bfe-f25f-4135-aadc-20dfae02438a,yes,13
f63b6705-08b7-4c4b-8cdb-827f584185e3,ocd-vote/9a77b71b-5840-47df-9720-b2a73b8c0cbf,absent,0
d9b40ab5-3885-4b22-b964-49be42b5854e,ocd-vote/9a77b71b-5840-47df-9720-b2a73b8c0cbf,excused,0
1ad70d01-63da-4688-87a5-cbb61ea27d31,ocd-vote/9a77b71b-5840-47df-9720-b2a73b8c0cbf,other,0
a6b0d57b-d16d-4a4a-9a0e-2ef72091c0ed,ocd-vote/9a77b71b-5840-47df-9720-b2a73b8c0cbf,no,0
64f1cbf7-219b-4908-aece-b9db8c6c6dc4,ocd-vote/9a77b71b-5840-47df-9720-b2a73b8c0cbf,yes,11
3e828438-1646-40f5-9ab7-538a91d73831,ocd-vote/bec433f1-fdbc-49c1-ad13-2d792f12330f,not voting,1
b47e844e-88fc-4bac-8d8c-4367512f77d6,ocd-vote/9aea9f8b-8c7e-426e-8a3b-365a291ab41c,not voting,0
b5fb60f5-0967-42dd-bcf2-c267e23e7967,ocd-vote/9aea9f8b-8c7e-426e-8a3b-365a291ab41c,absent,0
ef5b89f0-3520-43d5-88bb-fff619e4a42a,ocd-vote/9aea9f8b-8c7e-426e-8a3b-365a291ab41c,excused,0
2ce5feb4-e543-4236-9ff4-264b0435d700,ocd-vote/9aea9f8b-8c7e-426e-8a3b-365a291ab41c,other,0
44ca08b4-107e-46b4-aad7-78a6d0bc9ab0,ocd-vote/9aea9f8b-8c7e-426e-8a3b-365a291ab41c,no,0
d0545179-8a8c-4375-839c-204567e8fe32,ocd-vote/9aea9f8b-8c7e-426e-8a3b-365a291ab41c,yes,12
7b252713-1528-49e1-8acb-841bfc88a270,ocd-vote/690e77b9-f473-4b98-a721-b94c8f47a199,not voting,0
e647c26c-acae-4da2-93b1-420e497e3c7c,ocd-vote/690e77b9-f473-4b98-a721-b94c8f47a199,absent,0
41fa56d5-c184-430d-acdd-94fc7a169641,ocd-vote/690e77b9-f473-4b98-a721-b94c8f47a199,excused,0
d8126651-2f38-491e-9cb6-f0e5800567cd,ocd-vote/690e77b9-f473-4b98-a721-b94c8f47a199,other,0
62bfdb29-84da-4f58-96e7-56f858e33f52,ocd-vote/690e77b9-f473-4b98-a721-b94c8f47a199,no,0
64e63a33-cc15-48b8-9122-31b69f682178,ocd-vote/690e77b9-f473-4b98-a721-b94c8f47a199,yes,12
ccced9a3-2c11-490d-8206-97b40f43e6a3,ocd-vote/bc2b50ea-af5c-4fc7-8d33-9d9efa5b21bd,not voting,1
bf86b400-b022-40a0-8943-8fa449f4b9e7,ocd-vote/bc2b50ea-af5c-4fc7-8d33-9d9efa5b21bd,absent,0
3a85f6f9-5265-4be6-9bde-024ba5f23a8b,ocd-vote/bc2b50ea-af5c-4fc7-8d33-9d9efa5b21bd,excused,0
40373794-fa48-421e-a181-b20cdafce440,ocd-vote/bc2b50ea-af5c-4fc7-8d33-9d9efa5b21bd,other,0
e3c0e349-f10e-4ee2-98b7-ecffbc165039,ocd-vote/bc2b50ea-af5c-4fc7-8d33-9d9efa5b21bd,no,1
b972b303-de12-4e58-9d1a-e385c3e01f7b,ocd-vote/bc2b50ea-af5c-4fc7-8d33-9d9efa5b21bd,yes,10
bcb9f235-daee-4231-b881-eb31faab2dba,ocd-vote/32e99d5f-15a5-4418-91df-6e87df39475d,not voting,0
a4a92aee-aeba-40ce-bbad-4be4fd874491,ocd-vote/32e99d5f-15a5-4418-91df-6e87df39475d,absent,0
53e3b98d-11fc-405e-adf2-6efe0de333fa,ocd-vote/32e99d5f-15a5-4418-91df-6e87df39475d,excused,0
b942fd49-2345-45e4-830e-3348c85df4e6,ocd-vote/32e99d5f-15a5-4418-91df-6e87df39475d,other,0
6b50d285-55e8-4f3f-b1ad-53c3e988a889,ocd-vote/32e99d5f-15a5-4418-91df-6e87df39475d,no,0
520c5a30-fe04-4efc-bfe3-e0e5d64a6ba5,ocd-vote/32e99d5f-15a5-4418-91df-6e87df39475d,yes,6
75ecbafe-0e4f-4976-9a97-b72fe50e6551,ocd-vote/81e5510a-fc38-4fb3-9598-b837080922f7,not voting,2
66ab3166-e43a-4db4-971e-41e6549126a5,ocd-vote/81e5510a-fc38-4fb3-9598-b837080922f7,absent,0
40ed41ea-feab-4d5a-b12e-da3738325dd2,ocd-vote/81e5510a-fc38-4fb3-9598-b837080922f7,excused,0
097b0a10-a9b8-4c35-b0b1-537ee03c1535,ocd-vote/81e5510a-fc38-4fb3-9598-b837080922f7,other,0
105766ec-9aac-47e5-8721-68a9448945b9,ocd-vote/81e5510a-fc38-4fb3-9598-b837080922f7,no,0
2fd34f58-6aaa-46b4-b529-dbe90bc4ecc6,ocd-vote/81e5510a-fc38-4fb3-9598-b837080922f7,yes,11
58235878-933c-4e6c-9187-37dd439e5866,ocd-vote/bec433f1-fdbc-49c1-ad13-2d792f12330f,absent,0
ab7283b1-80a3-4740-9121-9397d5f32407,ocd-vote/bec433f1-fdbc-49c1-ad13-2d792f12330f,excused,11
2efdcd1c-df2f-4e72-b7d7-861f3b074784,ocd-vote/bec433f1-fdbc-49c1-ad13-2d792f12330f,other,0
e6b1d6e3-cbae-483e-9f00-4d6ced9ef527,ocd-vote/bec433f1-fdbc-49c1-ad13-2d792f12330f,no,0
1498cdb7-ee00-45a3-99f0-a52c576aa3f0,ocd-vote/bec433f1-fdbc-49c1-ad13-2d792f12330f,yes,106
9df8b5cf-3335-4870-9e84-8fab74d54d3d,ocd-vote/e5312528-3e8a-47e1-bccf-a3e71380fd62,not voting,1
e5359d23-2f14-482e-aeca-381f5d82dce2,ocd-vote/a81abefc-78e5-4c17-90de-c813af0c006c,not voting,2
d64a1cbd-2fd5-4600-9f94-77f8ae99d9b6,ocd-vote/a81abefc-78e5-4c17-90de-c813af0c006c,absent,0
3e406a1f-0eee-43e7-9d2f-f2de5878b6ea,ocd-vote/a81abefc-78e5-4c17-90de-c813af0c006c,excused,0
6068ea0d-853a-4149-8889-db76f06a4191,ocd-vote/a81abefc-78e5-4c17-90de-c813af0c006c,other,0
4c472941-b6ba-47f3-a2f0-12cdaef5d9dd,ocd-vote/a81abefc-78e5-4c17-90de-c813af0c006c,no,0
cb59b02d-e9d8-4ba3-aed5-d21f42654c39,ocd-vote/a81abefc-78e5-4c17-90de-c813af0c006c,yes,11
e0df1d19-fcfa-43cd-a70f-4ed8c3cbab44,ocd-vote/bb229eac-5ee9-414c-976c-76cebce9175a,not voting,2
214ef9fe-76a0-45c1-800b-50ecae97f3d1,ocd-vote/bb229eac-5ee9-414c-976c-76cebce9175a,absent,0
e75d7ff1-bafb-4339-bd16-2eefee7e97a8,ocd-vote/bb229eac-5ee9-414c-976c-76cebce9175a,excused,0
6f466a0a-55ae-4f09-b32b-4f768c4c9550,ocd-vote/bb229eac-5ee9-414c-976c-76cebce9175a,other,0
10f2d4ba-e21d-4c0d-919b-ee0e0ea2da2a,ocd-vote/bb229eac-5ee9-414c-976c-76cebce9175a,no,0
48a6abcd-8ead-415c-a9a8-5dde1075768a,ocd-vote/bb229eac-5ee9-414c-976c-76cebce9175a,yes,7
4ba62be6-eb0f-41b4-8cab-81d8aabd1b1a,ocd-vote/e5312528-3e8a-47e1-bccf-a3e71380fd62,absent,0
c2f73ed5-dfce-4b2d-9f12-b5dfa9456c5f,ocd-vote/e5312528-3e8a-47e1-bccf-a3e71380fd62,excused,0
cbd44828-c61d-4ea2-a19b-e777100d25f0,ocd-vote/e5312528-3e8a-47e1-bccf-a3e71380fd62,other,0
aef561ca-84ca-4b3f-8feb-3da365e8a44b,ocd-vote/e5312528-3e8a-47e1-bccf-a3e71380fd62,no,0
317d8af5-0f21-4f70-b147-043f75b95d95,ocd-vote/e5312528-3e8a-47e1-bccf-a3e71380fd62,yes,58
a463274b-7b15-4603-8a56-c21694607998,ocd-vote/3f5bd987-c78f-4e96-9930-40442d6bf00c,not voting,2
013131ab-3dec-4910-98d6-3f77a9ea63f2,ocd-vote/9e301d44-b190-452c-bc31-6ca781b7ca25,not voting,0
e9c91f01-3bbf-4b56-ad1e-461fb65606c9,ocd-vote/9e301d44-b190-452c-bc31-6ca781b7ca25,absent,0
7a3cdb53-2123-4acb-85d7-c1f25530b532,ocd-vote/9e301d44-b190-452c-bc31-6ca781b7ca25,excused,0
f2b13274-0275-477b-9d29-c99dbf739ad0,ocd-vote/9e301d44-b190-452c-bc31-6ca781b7ca25,other,0
be6084a8-1466-4251-a388-33879fc345d1,ocd-vote/9e301d44-b190-452c-bc31-6ca781b7ca25,no,0
f317e573-80c7-4b0a-89a5-cd68474df81e,ocd-vote/9e301d44-b190-452c-bc31-6ca781b7ca25,yes,12
dc688658-45fa-47a9-a070-70ce181a77b1,ocd-vote/d0b118e2-3443-4029-8b2e-752f93df13a4,not voting,1
3298e359-b5ff-4f69-a1c4-438b56de0175,ocd-vote/d0b118e2-3443-4029-8b2e-752f93df13a4,absent,0
f0f8d451-6ccb-4a6e-ad16-5311a6ebde8a,ocd-vote/d0b118e2-3443-4029-8b2e-752f93df13a4,excused,5
4b33775d-0150-4017-99b4-186abf8eaa49,ocd-vote/d0b118e2-3443-4029-8b2e-752f93df13a4,other,0
f76cd44c-05f6-4ae9-8a03-e74276010081,ocd-vote/d0b118e2-3443-4029-8b2e-752f93df13a4,no,0
35ef5d10-d12e-4577-98e2-073ec82954a8,ocd-vote/d0b118e2-3443-4029-8b2e-752f93df13a4,yes,112
ea682700-a9df-4731-b0fc-b4e3eafe569e,ocd-vote/a9a482ce-a9ce-44a3-880d-d1aa3d704676,not voting,0
cbe375da-9696-4f57-a540-6ba78db0a32a,ocd-vote/a9a482ce-a9ce-44a3-880d-d1aa3d704676,absent,0
6a5c7fad-9ad6-4bd2-90a6-740e2e993a22,ocd-vote/a9a482ce-a9ce-44a3-880d-d1aa3d704676,excused,0
b2963dd8-4d40-4435-ae2c-c54145095837,ocd-vote/a9a482ce-a9ce-44a3-880d-d1aa3d704676,other,0
d2e7988a-6876-45c7-955d-d6bc24d0ee77,ocd-vote/a9a482ce-a9ce-44a3-880d-d1aa3d704676,no,0
2d6ef679-d74b-4a3f-8768-d917e7ecc719,ocd-vote/a9a482ce-a9ce-44a3-880d-d1aa3d704676,yes,6
c033bb8c-26d2-4407-9074-a42ec8039e8f,ocd-vote/3f5bd987-c78f-4e96-9930-40442d6bf00c,absent,0
d567a479-fb25-46a9-9940-f7b9d6ae2d2d,ocd-vote/3f5bd987-c78f-4e96-9930-40442d6bf00c,excused,0
30ab3698-faa7-4d76-8d8d-51c2839a027a,ocd-vote/3f5bd987-c78f-4e96-9930-40442d6bf00c,other,0
e6751d70-e3eb-4fc6-b0d0-62829c7ba778,ocd-vote/3f5bd987-c78f-4e96-9930-40442d6bf00c,no,0
2f2ed098-00be-4410-9db9-a59d1dec2b2f,ocd-vote/3f5bd987-c78f-4e96-9930-40442d6bf00c,yes,11
